United Arab Emirates;Abu Dhabi;Nigeria;Abuja;5243
Greece;Athens;Congo, Democratic Republic of the;Kinshasa;4780
Greece;Athens;Malaysia;Kuala Lumpur;8732
Greece;Athens;Kuwait;Kuwait City;2428
Greece;Athens;Ukraine;Kyiv;1485
Greece;Athens;Gabon;Libreville;4425
Greece;Athens;Malawi;Lilongwe;5869
Greece;Athens;Peru;Lima;11757
Greece;Athens;Portugal;Lisbon;2850
Greece;Athens;Slovenia;Ljubljana;1174
Greece;Athens;Togo;Lomé;4204
Greece;Athens;United Kingdom;London;2389
Greece;Athens;Angola;Luanda;5315
Greece;Athens;Zambia;Lusaka;5952
Greece;Athens;Luxembourg;Luxembourg (city);1904
Greece;Athens;Spain;Madrid;2369
Greece;Athens;Marshall Islands;Majuro;13978
Greece;Athens;Equatorial Guinea;Malabo;4095
Greece;Athens;Bahrain;Manama;2831
Greece;Athens;Philippines;Manila;9625
Greece;Athens;Mozambique;Maputo;7165
Greece;Athens;Lesotho;Maseru;7487
Greece;Athens;Eswatini;Mbabane;7186
Greece;Athens;Mexico;Mexico City;11273
Greece;Athens;Belarus;Minsk;1792
Greece;Athens;Somalia;Mogadishu;4561
Greece;Athens;Monaco;Monaco;1508
Greece;Athens;Liberia;Monrovia;4946
Greece;Athens;Uruguay;Montevideo;11535
Greece;Athens;Russia;Moscow;2228
Greece;Athens;Oman;Muscat;3648
Greece;Athens;Chad;N'Djamena;3000
Greece;Athens;Kenya;Nairobi;4565
Greece;Athens;Myanmar;Naypyidaw;7152
Greece;Athens;India;New Delhi;5005
Greece;Athens;Niger;Niamey;3455
Greece;Athens;Cyprus;Nicosia;914
Greece;Athens;Mauritania;Nouakchott;4427
Greece;Athens;Tonga;Nukuʻalofa;17394
Greece;Athens;Kazakhstan;Nur-Sultan;3967
Greece;Athens;Norway;Oslo;2604
Greece;Athens;Canada;Ottawa;7738
Greece;Athens;Burkina Faso;Ouagadougou;3789
Greece;Athens;Panama;Panama City;10525
Greece;Athens;Suriname;Paramaribo;8632
Greece;Athens;France;Paris;2094
Greece;Athens;Cambodia;Phnom Penh;8446
Greece;Athens;Montenegro;Podgorica;623
Greece;Athens;Mauritius;Port Louis;7361
Greece;Athens;Papua New Guinea;Port Moresby;13553
Greece;Athens;Vanuatu;Port Vila;15897
Greece;Athens;Trinidad and Tobago;Port of Spain;8860
Greece;Athens;Haiti;Port-au-Prince;9256
Greece;Athens;Benin;Porto-Novo;4095
Greece;Athens;Czechia;Prague;1533
Greece;Athens;Cabo Verde;Praia;5278
Greece;Athens;South Africa;Pretoria;7096
Greece;Athens;Kosovo;Pristina;563
Greece;Athens;North Korea;Pyongyang;8325
Greece;Athens;Ecuador;Quito;11086
Greece;Athens;Morocco;Rabat;2770
Greece;Athens;Iceland;Reykjavik;4159
Greece;Athens;Latvia;Riga;2107
Greece;Athens;Saudi Arabia;Riyadh;2627
Greece;Athens;Italy;Rome;1049
Greece;Athens;Dominica;Roseau;8541
Greece;Athens;San Marino;San Marino;1152
Greece;Athens;El Salvador;San Salvador;10975
Greece;Athens;Yemen;Sana'a;3218
Greece;Athens;Chile;Santiago;12548
Greece;Athens;Bosnia and Herzegovina;Sarajevo;790
Greece;Athens;South Korea;Seoul;8509
Greece;Athens;Singapore;Singapore;9047
Greece;Athens;North Macedonia;Skopje;487
Greece;Athens;Bulgaria;Sofia;525
Greece;Athens;Sri Lanka;Sri Jayawardenepura Kotte;6595
Greece;Athens;Sweden;Stockholm;2405
Greece;Athens;Fiji;Suva;16704
Greece;Athens;Sao Tome and Principe;São Tomé;4530
Greece;Athens;Taiwan;Taipei;8951
Greece;Athens;Estonia;Tallinn;2384
Greece;Athens;Kiribati;Tarawa;14615
Greece;Athens;Uzbekistan;Tashkent;3869
Greece;Athens;Georgia;Tbilisi;1838
Greece;Athens;Honduras;Tegucigalpa;10787
Greece;Athens;Bhutan;Thimphu;6144
Greece;Athens;Japan;Tokyo;9498
Greece;Athens;Libya;Tripoli;1108
Greece;Athens;Tunisia;Tunis;1201
Greece;Athens;Mongolia;Ulaanbaatar;6523
Greece;Athens;Liechtenstein;Vaduz;1540
Greece;Athens;Malta;Valletta;851
Greece;Athens;Vatican City (Holy See);Vatican City;1053
Greece;Athens;Austria;Vienna;1281
Greece;Athens;Laos;Vientiane;7828
Greece;Athens;Lithuania;Vilnius;1859
Greece;Athens;Poland;Warsaw;1597
Greece;Athens;United States of America;Washington, D.C.;8245
Greece;Athens;New Zealand;Wellington;17508
Greece;Athens;Namibia;Windhoek;6764
Greece;Athens;Cote d'Ivoire;Yamoussoukro;4529
Greece;Athens;Cameroon;Yaounde;3988
Greece;Athens;Nauru;Yaren District;14396
Greece;Athens;Armenia;Yerevan;1805
Greece;Athens;Croatia;Zagreb;1079
Iraq;Baghdad;Azerbaijan;Baku;924
Iraq;Baghdad;Mali;Bamako;5760
Iraq;Baghdad;Brunei;Bandar Seri Begawan;7900
Iraq;Baghdad;Thailand;Bangkok;6036
Iraq;Baghdad;Central African Republic;Bangui;4183
Iraq;Baghdad;Gambia;Banjul;6502
Iraq;Baghdad;Saint Kitts and Nevis;Basseterre;10455
Iraq;Baghdad;China;Beijing;6288
Iraq;Baghdad;Lebanon;Beirut;822
Iraq;Baghdad;Serbia;Belgrade;2411
Iraq;Baghdad;Belize;Belmopan;12501
Iraq;Baghdad;Germany;Berlin;3258
Iraq;Baghdad;Switzerland;Bern;3441
Iraq;Baghdad;Kyrgyzstan;Bishkek;2828
Iraq;Baghdad;Guinea-Bissau;Bissau;6501
Iraq;Baghdad;Colombia;Bogotá;12288
Iraq;Baghdad;Brazil;Brasilia;11161
Iraq;Baghdad;Slovakia;Bratislava;2800
Iraq;Baghdad;Congo, Republic of the;Brazzaville;5177
Iraq;Baghdad;Barbados;Bridgetown;10461
Iraq;Baghdad;Belgium;Brussels;3766
Iraq;Baghdad;Romania;Bucharest;1997
Iraq;Baghdad;Hungary;Budapest;2638
Iraq;Baghdad;Argentina;Buenos Aires;13072
Iraq;Baghdad;Egypt;Cairo;1295
Iraq;Baghdad;Australia;Canberra;13268
Iraq;Baghdad;Venezuela;Caracas;11271
Iraq;Baghdad;Saint Lucia;Castries;10521
Iraq;Baghdad;Moldova;Chisinau;2006
Iraq;Baghdad;Guinea;Conakry;6472
Iraq;Baghdad;Denmark;Copenhagen;3481
Iraq;Baghdad;Senegal;Dakar;6512
Iraq;Baghdad;Syria;Damascus;750
Iraq;Baghdad;Bangladesh;Dhaka;4576
Iraq;Baghdad;Timor-Leste;Dili;9715
Iraq;Baghdad;Djibouti;Djibouti (city);2419
Iraq;Baghdad;Tanzania;Dodoma;4483
Iraq;Baghdad;Qatar;Doha;1130
Iraq;Baghdad;Tajikistan;Dushanbe;2262
Iraq;Baghdad;Sierra Leone;Freetown;6492
Iraq;Baghdad;Tuvalu;Funafuti;14622
Iraq;Baghdad;Botswana;Gaborone;6733
Iraq;Baghdad;Burundi;Gitega;4359
Iraq;Baghdad;Guatemala;Guatemala City;12846
Iraq;Baghdad;Vietnam;Hanoi;6142
Iraq;Baghdad;Zimbabwe;Harare;5858
Iraq;Baghdad;Cuba;Havana;11568
Iraq;Baghdad;Finland;Helsinki;3300
Iraq;Baghdad;Solomon Islands;Honiara;12942
Iraq;Baghdad;Pakistan;Islamabad;2648
Iraq;Baghdad;Indonesia;Jakarta;7893
Iraq;Baghdad;Israel;Jerusalem;875
Iraq;Baghdad;South Sudan;Juba;3430
Iraq;Baghdad;Afghanistan;Kabul;2284
Iraq;Baghdad;Uganda;Kampala;3870
Iraq;Baghdad;Nepal;Kathmandu;3935
Iraq;Baghdad;Sudan;Khartoum;2310
Iraq;Baghdad;Rwanda;Kigali;4197
Iraq;Baghdad;Saint Vincent and the Grenadines;Kingstown;10598
Iraq;Baghdad;Congo, Democratic Republic of the;Kinshasa;5180
Iraq;Baghdad;Malaysia;Kuala Lumpur;6808
Iraq;Baghdad;Kuwait;Kuwait City;557
Iraq;Baghdad;Ukraine;Kyiv;2212
Iraq;Baghdad;Gabon;Libreville;5163
Iraq;Baghdad;Malawi;Lilongwe;5376
Iraq;Baghdad;Peru;Lima;13637
Iraq;Baghdad;Portugal;Lisbon;4779
Iraq;Baghdad;Slovenia;Ljubljana;2894
Iraq;Baghdad;Togo;Lomé;5372
Iraq;Baghdad;United Kingdom;London;4087
Iraq;Baghdad;Angola;Luanda;5725
Iraq;Baghdad;Zambia;Lusaka;5679
Iraq;Baghdad;Luxembourg;Luxembourg (city);3607
Iraq;Baghdad;Spain;Madrid;4294
Iraq;Baghdad;Marshall Islands;Majuro;12839
Iraq;Baghdad;Equatorial Guinea;Malabo;4939
Iraq;Baghdad;Bahrain;Manama;990
Iraq;Baghdad;Philippines;Manila;7887
Iraq;Baghdad;Mozambique;Maputo;6706
Iraq;Baghdad;Lesotho;Maseru;7184
Iraq;Baghdad;Eswatini;Mbabane;6774
Iraq;Baghdad;Mexico;Mexico City;12977
Iraq;Baghdad;Belarus;Minsk;2640
Iraq;Baghdad;Somalia;Mogadishu;3479
Iraq;Baghdad;Monaco;Monaco;3381
Iraq;Baghdad;Liberia;Monrovia;6410
Iraq;Baghdad;Uruguay;Montevideo;12901
Iraq;Baghdad;Russia;Moscow;2545
Iraq;Baghdad;Oman;Muscat;1743
Iraq;Baghdad;Chad;N'Djamena;3796
Iraq;Baghdad;Kenya;Nairobi;3927
Iraq;Baghdad;Myanmar;Naypyidaw;5301
Iraq;Baghdad;India;New Delhi;3157
Iraq;Baghdad;Niger;Niamey;4794
Iraq;Baghdad;Cyprus;Nicosia;1031
Iraq;Baghdad;Mauritania;Nouakchott;6187
Iraq;Baghdad;Tonga;Nukuʻalofa;15891
Iraq;Baghdad;Kazakhstan;Nur-Sultan;2948
Iraq;Baghdad;Norway;Oslo;3833
Iraq;Baghdad;Canada;Ottawa;9378
Iraq;Baghdad;Burkina Faso;Ouagadougou;5193
Iraq;Baghdad;Panama;Panama City;12444
Iraq;Baghdad;Suriname;Paramaribo;10525
Iraq;Baghdad;France;Paris;3856
Iraq;Baghdad;Cambodia;Phnom Penh;6572
Iraq;Baghdad;Montenegro;Podgorica;2412
Iraq;Baghdad;Mauritius;Port Louis;6105
Iraq;Baghdad;Papua New Guinea;Port Moresby;11758
Iraq;Baghdad;Vanuatu;Port Vila;14190
Iraq;Baghdad;Trinidad and Tobago;Port of Spain;10787
Iraq;Baghdad;Haiti;Port-au-Prince;11162
Iraq;Baghdad;Benin;Porto-Novo;5229
Iraq;Baghdad;Czechia;Prague;3071
Iraq;Baghdad;Cabo Verde;Praia;7062
Iraq;Baghdad;South Africa;Pretoria;6784
Iraq;Baghdad;Kosovo;Pristina;2271
Iraq;Baghdad;North Korea;Pyongyang;7075
Iraq;Baghdad;Ecuador;Quito;13015
Iraq;Baghdad;Morocco;Rabat;4686
Iraq;Baghdad;Iceland;Reykjavik;5571
Iraq;Baghdad;Latvia;Riga;3041
Iraq;Baghdad;Saudi Arabia;Riyadh;992
Iraq;Baghdad;Italy;Rome;2943
Iraq;Baghdad;Dominica;Roseau;10472
Iraq;Baghdad;San Marino;San Marino;2987
Iraq;Baghdad;El Salvador;San Salvador;12826
Iraq;Baghdad;Yemen;Sana'a;1998
Iraq;Baghdad;Chile;Santiago;14082
Iraq;Baghdad;Bosnia and Herzegovina;Sarajevo;2525
Iraq;Baghdad;South Korea;Seoul;7237
Iraq;Baghdad;Singapore;Singapore;7122
Iraq;Baghdad;North Macedonia;Skopje;2227
Iraq;Baghdad;Bulgaria;Sofia;2108
Iraq;Baghdad;Sri Lanka;Sri Jayawardenepura Kotte;4684
Iraq;Baghdad;Sweden;Stockholm;3475
Iraq;Baghdad;Fiji;Suva;15147
Iraq;Baghdad;Sao Tome and Principe;São Tomé;5371
Iraq;Baghdad;Taiwan;Taipei;7371
Iraq;Baghdad;Estonia;Tallinn;3239
Iraq;Baghdad;Kiribati;Tarawa;13397
Iraq;Baghdad;Uzbekistan;Tashkent;2360
Iraq;Baghdad;Georgia;Tbilisi;932
Iraq;Baghdad;Honduras;Tegucigalpa;12649
Iraq;Baghdad;Bhutan;Thimphu;4351
Iraq;Baghdad;Japan;Tokyo;8340
Iraq;Baghdad;Libya;Tripoli;2892
Iraq;Baghdad;Tunisia;Tunis;3117
Iraq;Baghdad;Mongolia;Ulaanbaatar;5359
Iraq;Baghdad;Liechtenstein;Vaduz;3294
Iraq;Baghdad;Malta;Valletta;2736
Iraq;Baghdad;Vatican City (Holy See);Vatican City;2947
Iraq;Baghdad;Austria;Vienna;2853
Iraq;Baghdad;Laos;Vientiane;5997
Iraq;Baghdad;Lithuania;Vilnius;2800
Iraq;Baghdad;Poland;Warsaw;2810
Iraq;Baghdad;United States of America;Washington, D.C.;9960
Iraq;Baghdad;New Zealand;Wellington;15590
Iraq;Baghdad;Namibia;Windhoek;6851
Iraq;Baghdad;Cote d'Ivoire;Yamoussoukro;5886
Iraq;Baghdad;Cameroon;Yaounde;4723
Iraq;Baghdad;Nauru;Yaren District;13005
Iraq;Baghdad;Armenia;Yerevan;761
Iraq;Baghdad;Croatia;Zagreb;2778
Azerbaijan;Baku;Mali;Bamako;6392
Azerbaijan;Baku;Brunei;Bandar Seri Begawan;7551
Azerbaijan;Baku;Thailand;Bangkok;5714
Azerbaijan;Baku;Central African Republic;Bangui;5080
Azerbaijan;Baku;Gambia;Banjul;7053
Azerbaijan;Baku;Saint Kitts and Nevis;Basseterre;10554
Azerbaijan;Baku;China;Beijing;5506
Azerbaijan;Baku;Lebanon;Beirut;1461
Azerbaijan;Baku;Serbia;Belgrade;2441
Azerbaijan;Baku;Belize;Belmopan;12303
Azerbaijan;Baku;Germany;Berlin;3058
Azerbaijan;Baku;Switzerland;Bern;3443
Azerbaijan;Baku;Kyrgyzstan;Bishkek;2064
Azerbaijan;Baku;Guinea-Bissau;Bissau;7080
Azerbaijan;Baku;Colombia;Bogotá;12418
Azerbaijan;Baku;Brazil;Brasilia;11777
Azerbaijan;Baku;Slovakia;Bratislava;2722
Azerbaijan;Baku;Congo, Republic of the;Brazzaville;6084
Azerbaijan;Baku;Barbados;Bridgetown;10643
Azerbaijan;Baku;Belgium;Brussels;3658
Azerbaijan;Baku;Romania;Bucharest;1994
Azerbaijan;Baku;Hungary;Budapest;2570
Azerbaijan;Baku;Argentina;Buenos Aires;13819
Azerbaijan;Baku;Egypt;Cairo;2040
Azerbaijan;Baku;Australia;Canberra;13146
Azerbaijan;Baku;Venezuela;Caracas;11410
Azerbaijan;Baku;Saint Lucia;Castries;10678
Azerbaijan;Baku;Moldova;Chisinau;1836
Azerbaijan;Baku;Guinea;Conakry;7092
Azerbaijan;Baku;Denmark;Copenhagen;3194
Azerbaijan;Baku;Senegal;Dakar;7041
Azerbaijan;Baku;Syria;Damascus;1426
Azerbaijan;Baku;Bangladesh;Dhaka;4190
Azerbaijan;Baku;Timor-Leste;Dili;9429
Azerbaijan;Baku;Djibouti;Djibouti (city);3268
Azerbaijan;Baku;Tanzania;Dodoma;5372
Azerbaijan;Baku;Qatar;Doha;1685
Azerbaijan;Baku;Tajikistan;Dushanbe;1631
Azerbaijan;Baku;Sierra Leone;Freetown;7126
Azerbaijan;Baku;Tuvalu;Funafuti;13887
Azerbaijan;Baku;Botswana;Gaborone;7641
Azerbaijan;Baku;Burundi;Gitega;5277
Azerbaijan;Baku;Guatemala;Guatemala City;12651
Azerbaijan;Baku;Vietnam;Hanoi;5658
Azerbaijan;Baku;Zimbabwe;Harare;6756
Azerbaijan;Baku;Cuba;Havana;11388
Azerbaijan;Baku;Finland;Helsinki;2787
Azerbaijan;Baku;Solomon Islands;Honiara;12373
Azerbaijan;Baku;Pakistan;Islamabad;2177
Azerbaijan;Baku;Indonesia;Jakarta;7771
Azerbaijan;Baku;Israel;Jerusalem;1624
Azerbaijan;Baku;South Sudan;Juba;4351
Azerbaijan;Baku;Afghanistan;Kabul;1817
Azerbaijan;Baku;Uganda;Kampala;4784
Azerbaijan;Baku;Nepal;Kathmandu;3516
Azerbaijan;Baku;Sudan;Khartoum;3233
Azerbaijan;Baku;Rwanda;Kigali;5116
Azerbaijan;Baku;Saint Vincent and the Grenadines;Kingstown;10763
Azerbaijan;Baku;Congo, Democratic Republic of the;Kinshasa;6088
Azerbaijan;Baku;Malaysia;Kuala Lumpur;6625
Azerbaijan;Baku;Kuwait;Kuwait City;1237
Azerbaijan;Baku;Ukraine;Kyiv;1868
Azerbaijan;Baku;Gabon;Libreville;6029
Azerbaijan;Baku;Malawi;Lilongwe;6266
Azerbaijan;Baku;Peru;Lima;13960
Azerbaijan;Baku;Portugal;Lisbon;4963
Azerbaijan;Baku;Slovenia;Ljubljana;2907
Azerbaijan;Baku;Togo;Lomé;6143
Azerbaijan;Baku;United Kingdom;London;3969
Azerbaijan;Baku;Angola;Luanda;6636
Azerbaijan;Baku;Zambia;Lusaka;6590
Azerbaijan;Baku;Luxembourg;Luxembourg (city);3531
Azerbaijan;Baku;Spain;Madrid;4463
Azerbaijan;Baku;Marshall Islands;Majuro;12041
Azerbaijan;Baku;Equatorial Guinea;Malabo;5782
Azerbaijan;Baku;Bahrain;Manama;1576
Azerbaijan;Baku;Philippines;Manila;7366
Azerbaijan;Baku;Mozambique;Maputo;7587
Azerbaijan;Baku;Lesotho;Maseru;8082
Azerbaijan;Baku;Eswatini;Mbabane;7662
Azerbaijan;Baku;Mexico;Mexico City;12621
Azerbaijan;Baku;Belarus;Minsk;2239
Azerbaijan;Baku;Somalia;Mogadishu;4287
Azerbaijan;Baku;Monaco;Monaco;3484
Azerbaijan;Baku;Liberia;Monrovia;7086
Azerbaijan;Baku;Uruguay;Montevideo;13659
Azerbaijan;Baku;Russia;Moscow;1927
Azerbaijan;Baku;Oman;Muscat;2030
Azerbaijan;Baku;Chad;N'Djamena;4628
Azerbaijan;Baku;Kenya;Nairobi;4817
Azerbaijan;Baku;Myanmar;Naypyidaw;4929
Azerbaijan;Baku;India;New Delhi;2807
Azerbaijan;Baku;Niger;Niamey;5502
Azerbaijan;Baku;Cyprus;Nicosia;1559
Azerbaijan;Baku;Mauritania;Nouakchott;6684
Azerbaijan;Baku;Tonga;Nukuʻalofa;15259
Azerbaijan;Baku;Kazakhstan;Nur-Sultan;2042
Azerbaijan;Baku;Norway;Oslo;3449
Azerbaijan;Baku;Canada;Ottawa;9038
Azerbaijan;Baku;Burkina Faso;Ouagadougou;5882
Azerbaijan;Baku;Panama;Panama City;12456
Azerbaijan;Baku;Suriname;Paramaribo;10837
Azerbaijan;Baku;France;Paris;3808
Azerbaijan;Baku;Cambodia;Phnom Penh;6235
Azerbaijan;Baku;Montenegro;Podgorica;2547
Azerbaijan;Baku;Mauritius;Port Louis;6775
Azerbaijan;Baku;Papua New Guinea;Port Moresby;11294
Azerbaijan;Baku;Vanuatu;Port Vila;13653
Azerbaijan;Baku;Trinidad and Tobago;Port of Spain;10979
Azerbaijan;Baku;Haiti;Port-au-Prince;11146
Azerbaijan;Baku;Benin;Porto-Novo;6008
Azerbaijan;Baku;Czechia;Prague;2942
Azerbaijan;Baku;Cabo Verde;Praia;7538
Azerbaijan;Baku;South Africa;Pretoria;7684
Azerbaijan;Baku;Kosovo;Pristina;2390
Azerbaijan;Baku;North Korea;Pyongyang;6273
Azerbaijan;Baku;Ecuador;Quito;13157
Azerbaijan;Baku;Morocco;Rabat;4983
Azerbaijan;Baku;Iceland;Reykjavik;5180
Azerbaijan;Baku;Latvia;Riga;2608
Azerbaijan;Baku;Saudi Arabia;Riyadh;1776
Azerbaijan;Baku;Italy;Rome;3107
Azerbaijan;Baku;Dominica;Roseau;10609
Azerbaijan;Baku;San Marino;San Marino;3080
Azerbaijan;Baku;El Salvador;San Salvador;12659
Azerbaijan;Baku;Yemen;Sana'a;2836
Azerbaijan;Baku;Chile;Santiago;14763
Azerbaijan;Baku;Bosnia and Herzegovina;Sarajevo;2605
Azerbaijan;Baku;South Korea;Seoul;6444
Azerbaijan;Baku;Singapore;Singapore;6939
Azerbaijan;Baku;North Macedonia;Skopje;2374
Azerbaijan;Baku;Bulgaria;Sofia;2213
Azerbaijan;Baku;Sri Lanka;Sri Jayawardenepura Kotte;4765
Azerbaijan;Baku;Sweden;Stockholm;3048
Azerbaijan;Baku;Fiji;Suva;14530
Azerbaijan;Baku;Sao Tome and Principe;São Tomé;6221
Azerbaijan;Baku;Taiwan;Taipei;6726
Azerbaijan;Baku;Estonia;Tallinn;2743
Azerbaijan;Baku;Kiribati;Tarawa;12627
Azerbaijan;Baku;Uzbekistan;Tashkent;1629
Azerbaijan;Baku;Georgia;Tbilisi;451
Azerbaijan;Baku;Honduras;Tegucigalpa;12504
Azerbaijan;Baku;Bhutan;Thimphu;3897
Azerbaijan;Baku;Japan;Tokyo;7518
Azerbaijan;Baku;Libya;Tripoli;3350
Azerbaijan;Baku;Tunisia;Tunis;3441
Azerbaijan;Baku;Mongolia;Ulaanbaatar;4516
Azerbaijan;Baku;Liechtenstein;Vaduz;3285
Azerbaijan;Baku;Malta;Valletta;3110
Azerbaijan;Baku;Vatican City (Holy See);Vatican City;3111
Azerbaijan;Baku;Austria;Vienna;2777
Azerbaijan;Baku;Laos;Vientiane;5589
Azerbaijan;Baku;Lithuania;Vilnius;2411
Azerbaijan;Baku;Poland;Warsaw;2551
Azerbaijan;Baku;United States of America;Washington, D.C.;9674
Azerbaijan;Baku;New Zealand;Wellington;15448
Azerbaijan;Baku;Namibia;Windhoek;7775
Azerbaijan;Baku;Cote d'Ivoire;Yamoussoukro;6601
Azerbaijan;Baku;Cameroon;Yaounde;5583
Azerbaijan;Baku;Nauru;Yaren District;12293
Azerbaijan;Baku;Armenia;Yerevan;455
Azerbaijan;Baku;Croatia;Zagreb;2793
Mali;Bamako;Brunei;Bandar Seri Begawan;13408
Mali;Bamako;Thailand;Bangkok;11600
Mali;Bamako;Central African Republic;Bangui;3057
Mali;Bamako;Gambia;Banjul;932
Mali;Bamako;Saint Kitts and Nevis;Basseterre;5879
Mali;Bamako;China;Beijing;11822
Mali;Bamako;Lebanon;Beirut;4979
Mali;Bamako;Serbia;Belgrade;4477
Mali;Bamako;Belize;Belmopan;8624
Mali;Bamako;Germany;Berlin;4823
Mali;Bamako;Switzerland;Bern;4076
Mali;Bamako;Kyrgyzstan;Bishkek;8452
Mali;Bamako;Guinea-Bissau;Bissau;826
Mali;Bamako;Colombia;Bogotá;7294
Mali;Bamako;Brazil;Brasilia;5403
Mali;Bamako;Slovakia;Bratislava;4577
Mali;Bamako;Congo, Republic of the;Brazzaville;3185
Mali;Bamako;Barbados;Bridgetown;5581
Mali;Bamako;Belgium;Brussels;4390
Mali;Bamako;Romania;Bucharest;4789
Mali;Bamako;Hungary;Budapest;4616
Mali;Bamako;Argentina;Buenos Aires;7464
Mali;Bamako;Egypt;Cairo;4466
Mali;Bamako;Australia;Canberra;16595
Mali;Bamako;Venezuela;Caracas;6403
Mali;Bamako;Saint Lucia;Castries;5718
Mali;Bamako;Moldova;Chisinau;5130
Mali;Bamako;Guinea;Conakry;713
Mali;Bamako;Denmark;Copenhagen;5101
Mali;Bamako;Senegal;Dakar;1044
Mali;Bamako;Syria;Damascus;5036
Mali;Bamako;Bangladesh;Dhaka;10269
Mali;Bamako;Timor-Leste;Dili;14916
Mali;Bamako;Djibouti;Djibouti (city);5549
Mali;Bamako;Tanzania;Dodoma;5263
Mali;Bamako;Qatar;Doha;6363
Mali;Bamako;Tajikistan;Dushanbe;7988
Mali;Bamako;Sierra Leone;Freetown;734
Mali;Bamako;Tuvalu;Funafuti;19091
Mali;Bamako;Botswana;Gaborone;5540
Mali;Bamako;Burundi;Gitega;4548
Mali;Bamako;Guatemala;Guatemala City;8861
Mali;Bamako;Vietnam;Hanoi;11873
Mali;Bamako;Zimbabwe;Harare;5459
Mali;Bamako;Cuba;Havana;7873
Mali;Bamako;Finland;Helsinki;5926
Mali;Bamako;Solomon Islands;Honiara;18641
Mali;Bamako;Pakistan;Islamabad;8408
Mali;Bamako;Indonesia;Jakarta;12836
Mali;Bamako;Israel;Jerusalem;4886
Mali;Bamako;South Sudan;Juba;4429
Mali;Bamako;Afghanistan;Kabul;8045
Mali;Bamako;Uganda;Kampala;4675
Mali;Bamako;Nepal;Kathmandu;9665
Mali;Bamako;Sudan;Khartoum;4377
Mali;Bamako;Rwanda;Kigali;4500
Mali;Bamako;Saint Vincent and the Grenadines;Kingstown;5753
Mali;Bamako;Congo, Democratic Republic of the;Kinshasa;3191
Mali;Bamako;Malaysia;Kuala Lumpur;12050
Mali;Bamako;Kuwait;Kuwait City;6037
Mali;Bamako;Ukraine;Kyiv;5455
Mali;Bamako;Gabon;Libreville;2356
Mali;Bamako;Malawi;Lilongwe;5469
Mali;Bamako;Peru;Lima;8088
Mali;Bamako;Portugal;Lisbon;2900
Mali;Bamako;Slovenia;Ljubljana;4273
Mali;Bamako;Togo;Lomé;1242
Mali;Bamako;United Kingdom;London;4376
Mali;Bamako;Angola;Luanda;3345
Mali;Bamako;Zambia;Lusaka;5063
Mali;Bamako;Luxembourg;Luxembourg (city);4306
Mali;Bamako;Spain;Madrid;3111
Mali;Bamako;Marshall Islands;Majuro;17808
Mali;Bamako;Equatorial Guinea;Malabo;2091
Mali;Bamako;Bahrain;Manama;6270
Mali;Bamako;Philippines;Manila;13623
Mali;Bamako;Mozambique;Maputo;6136
Mali;Bamako;Lesotho;Maseru;6016
Mali;Bamako;Eswatini;Mbabane;6050
Mali;Bamako;Mexico;Mexico City;9652
Mali;Bamako;Belarus;Minsk;5542
Mali;Bamako;Somalia;Mogadishu;5982
Mali;Bamako;Monaco;Monaco;3756
Mali;Bamako;Liberia;Monrovia;766
Mali;Bamako;Uruguay;Montevideo;7320
Mali;Bamako;Russia;Moscow;6178
Mali;Bamako;Oman;Muscat;7061
Mali;Bamako;Chad;N'Djamena;2501
Mali;Bamako;Kenya;Nairobi;5178
Mali;Bamako;Myanmar;Naypyidaw;10958
Mali;Bamako;India;New Delhi;8872
Mali;Bamako;Niger;Niamey;1100
Mali;Bamako;Cyprus;Nicosia;4840
Mali;Bamako;Mauritania;Nouakchott;1045
Mali;Bamako;Tonga;Nukuʻalofa;18346
Mali;Bamako;Kazakhstan;Nur-Sultan;8176
Mali;Bamako;Norway;Oslo;5474
Mali;Bamako;Canada;Ottawa;7270
Mali;Bamako;Burkina Faso;Ouagadougou;702
Mali;Bamako;Panama;Panama City;7793
Mali;Bamako;Suriname;Paramaribo;5224
Mali;Bamako;France;Paris;4135
Mali;Bamako;Cambodia;Phnom Penh;12131
Mali;Bamako;Montenegro;Podgorica;4225
Mali;Bamako;Mauritius;Port Louis;8032
Mali;Bamako;Papua New Guinea;Port Moresby;17270
Mali;Bamako;Vanuatu;Port Vila;19311
Mali;Bamako;Trinidad and Tobago;Port of Spain;5818
Mali;Bamako;Haiti;Port-au-Prince;6883
Mali;Bamako;Benin;Porto-Novo;1347
Mali;Bamako;Czechia;Prague;4633
Mali;Bamako;Cabo Verde;Praia;1692
Mali;Bamako;South Africa;Pretoria;5789
Mali;Bamako;Kosovo;Pristina;4357
Mali;Bamako;North Korea;Pyongyang;12526
Mali;Bamako;Ecuador;Quito;7896
Mali;Bamako;Morocco;Rabat;2378
Mali;Bamako;Iceland;Reykjavik;5823
Mali;Bamako;Latvia;Riga;5627
Mali;Bamako;Saudi Arabia;Riyadh;5875
Mali;Bamako;Italy;Rome;3806
Mali;Bamako;Dominica;Roseau;5750
Mali;Bamako;San Marino;San Marino;3988
Mali;Bamako;El Salvador;San Salvador;8738
Mali;Bamako;Yemen;Sana'a;5624
Mali;Bamako;Chile;Santiago;8370
Mali;Bamako;Bosnia and Herzegovina;Sarajevo;4287
Mali;Bamako;South Korea;Seoul;12712
